fid_master,name,fid_link,guess_link
ORG-1@1407,四十棟排水,,
ORG-1@1408,海豐中排,,
ORG-1@1409,後安大排,,
ORG-1@1410,海豐大排,,
ORG-1@1411,永定厝中排,,
ORG-1@1412,鹿寮大排,,
ORG-1@1413,外湖溪,,
ORG-1@1414,朱丹灣溪,,
ORG-1@1415,大潭排水,,
ORG-1@1416,咬狗溪,,
ORG-1@1417,湳子中排一,,
ORG-1@1418,土間厝大排,,
ORG-1@1419,新山寮排水,,
ORG-1@1420,五條港支線,,
ORG-1@1421,路利潭支線,,
ORG-1@1422,海口支線,,
ORG-1@1423,石龜中排二,,
ORG-1@1424,田子林大排二,,
ORG-1@1425,延平排水,,
ORG-1@1426,南園中排二,,
ORG-1@1427,埤子頭排水路,,
ORG-1@1428,溪口排水路,,
ORG-1@1429,柳子溝排水路,,
ORG-1@1430,民雄排水路,,
ORG-1@1431,好收排水路,,
ORG-1@1432,六腳排水路,,
ORG-1@1433,塭港排水,,
ORG-1@1434,九十六甲埤放水排水路,,
ORG-1@1435,中洋子排水路,,
ORG-1@1436,鴨母?排水路,,
ORG-1@1437,新埤排水,,WIKIDATA-2@Q34747672|WIKIDATA-2@Q34747681
ORG-1@1438,荷苞嶼排水,,
ORG-1@1439,港墘排水,,
ORG-1@1440,鴨母寮排水,,
ORG-1@1441,中洲排水,,
ORG-1@1442,貴舍排水,,
ORG-1@1443,雙溪口排水,,
ORG-1@1444,春珠排水,,
ORG-1@1445,下半天排水路,,
ORG-1@1446,塭子排水,,
ORG-1@1447,過溝排水路,,
ORG-1@1448,考試潭排水,,
ORG-1@1450,龍宮排水,,
ORG-1@1451,溪墘排水,,
ORG-1@1452,新店排水,,
ORG-1@1453,後鎮排水,,
ORG-1@1454,過路子排水,,
ORG-1@1455,前東港排水,,
ORG-1@1456,後鎮中排四,,
ORG-1@1457,新庄排水路,,
ORG-1@1458,黃墘溪分線,,
ORG-1@1459,魚管處分線,,
ORG-1@1460,長坡溪,,
ORG-1@1461,廣福溝支線,,
ORG-1@1462,赤塗崎排水幹線,,
ORG-1@1463,?後排水,,
ORG-1@1464,壯東一大排,,
ORG-1@1465,梅洲大排,,
ORG-1@1466,頭份排水,,
ORG-1@1467,美福排水,,
ORG-1@1468,舊港排水,,
ORG-1@1469,中城排水,,
ORG-1@1470,茄苳林二排,,
ORG-1@1471,大湖排水,,
ORG-1@1472,五結排水,,
ORG-1@1473,二結排水,,
ORG-1@1474,大吉排水,,
ORG-1@1475,四結排水,,
ORG-1@1476,廣興排水,,
ORG-1@1477,平行水路排水,,
ORG-1@1478,大埔排水,,
ORG-1@1479,打那岸排水,,WIKIDATA-2@Q34702078
ORG-1@1480,十六份排水,,
ORG-1@1481,冬螺排水,,
ORG-1@1482,北富八仙排水,,
ORG-1@1483,冬山河北側排水,,
ORG-1@1484,十三份坑排水,,
ORG-1@1485,五股排水(冬山),,
ORG-1@1486,林和源排水,,
ORG-1@1487,林寶春排水,,
ORG-1@1488,安平坑排水,,
ORG-1@1489,照安坑排水,,
ORG-1@1490,三星排水,,
ORG-1@1491,阿里史排水,,
ORG-1@1492,七結排水,,
ORG-1@1493,竹安排水,,
ORG-1@1494,十三股大排,,
ORG-1@1495,壯西排水,,
ORG-1@1496,大富排水,,
ORG-1@1497,武暖排水,,
ORG-1@1498,黃德記排水,,
ORG-1@1499,抵美簡排水,,
ORG-1@1500,湯圍中一排,,
ORG-1@1501,下埔排水,,
ORG-1@1502,月眉排水,,
ORG-1@1504,梅洲中排二,,
ORG-1@1505,二龍排水,,
ORG-1@1506,羅莊排水,,
ORG-1@1507,新寮溪,,WIKIDATA-1@Q34945701|WIKIDATA-1@Q34945711|WIKIDATA-1@Q34945721
ORG-1@1508,舊寮溪,,
ORG-1@1509,砂仔港排水(礁溪),,
ORG-1@1510,民生排水,,
ORG-1@1511,李寶興排水,,
ORG-1@1512,建業排水,,
ORG-1@1514,暖暖溪(含東勢坑溪),,
ORG-1@1519,西定河,,WIKIDATA-1@Q34945293
ORG-1@1520,南榮旭川河,,
ORG-1@1521,碧砂溪,,
ORG-1@1522,牛稠港溪,,
ORG-1@1523,祥豐大排,,
ORG-1@1524,貓兒錠幹線,,
ORG-1@1525,溝貝幹線,,
ORG-1@1526,豆子埔溪幹線,,
ORG-1@1527,斗崙支線,,
ORG-1@1528,隘口排水,,
ORG-1@1529,新庄子幹線,,
ORG-1@1530,橫山支線,,
ORG-1@1531,油羅幹線,,
ORG-1@1532,內灣幹線,,
ORG-1@1533,田寮坑幹線,,
ORG-1@1534,崁下幹線,,
ORG-1@1535,荳子埔排水,,
ORG-1@1536,燥坑排水分線,,
ORG-1@1537,王爺坑幹線,,
ORG-1@1538,鹿寮坑幹線,,
ORG-1@1539,社寮坑幹線,,
ORG-1@1540,峨眉溪1號幹線,,
ORG-1@1541,葫蘆肚排水,,
ORG-1@1542,龜山排水,,
ORG-1@1543,峨眉排水,,
ORG-1@1544,河背排水,,
ORG-1@1545,背山排水,,
ORG-1@1546,水流東排水,,
ORG-1@1547,富興排水,,
ORG-1@1548,庚寮坑排水,,
ORG-1@1549,埔尾幹線,,
ORG-1@1550,峨眉溪2號幹線,,
ORG-1@1551,大湖排水,,
ORG-1@1552,老湖口排水,,
ORG-1@1553,糞箕窩溪排水,,
ORG-1@1554,北勢排水,,
ORG-1@1555,長安嶺排水,,
ORG-1@1556,外溪洲排水路,,
ORG-1@1557,南靖排水路,,
ORG-1@1558,鹿草排水路,,
ORG-1@1559,內溪洲排水路,,
ORG-1@1560,早知排水,,
ORG-1@1561,新埤排水,,
ORG-1@1562,義和排水,,
ORG-1@1563,陳井寮排水,,
ORG-1@1564,北中林排水,,
ORG-1@1565,大埔美排水,,
ORG-1@1566,公館排水,,
ORG-1@1567,義興排水,,
ORG-1@1568,山子門中排三,,
ORG-1@1569,頭橋排水,,
ORG-1@1570,東灣橋排水,,
ORG-1@1571,鹽管溝排水,,
ORG-1@1572,?寮溝排水,,
ORG-1@1573,新塭排水,,
ORG-1@1574,魚寮中排三排水路,,
ORG-1@1575,灣內區小排一,,
ORG-1@1576,鰲鼓排水路,,
ORG-1@1577,鰲鼓附帶排水路,,
ORG-1@1578,副瀨地區小排一,,
ORG-1@1579,中三塊中排,,
ORG-1@1580,栗子崙排水,,
ORG-1@1581,松子溝排水,,
ORG-1@1582,金陵排水,,
ORG-1@1583,南考試潭中排一支線,,
ORG-1@1584,五間厝排水,,
ORG-1@1585,灣橋排水,,
ORG-1@1586,山中區小排一之一,,
ORG-1@1587,鹿草排水,,
ORG-1@1588,中和排水一,,
ORG-1@1589,中林排水,,
ORG-1@1590,松子溝排水,,
ORG-1@1591,大崎分洪排水,,
ORG-1@1592,後溝尾中排,,
ORG-1@1593,鹿寮排水,,
ORG-1@1594,北排水,,WIKIDATA-1@Q87233357
ORG-1@1595,後庄排水(後庄里),,
ORG-1@1596,中央排水,,
ORG-1@1597,大溪厝排水,,WIKIDATA-1@Q87238481
ORG-1@1598,大寶鎮排水,,WIKIDATA-1@Q87238656
ORG-1@1599,民雄工業區排水,,
ORG-1@1600,後庄直排一,,
ORG-1@1601,後庄直排二,,
ORG-1@1602,大溪厝分線,,
ORG-1@1603,機場排水支線,,
ORG-1@1604,埔羌崙排水幹線,,
ORG-1@1605,後壁溪排水幹線,,
ORG-1@1606,朴子溪排水支線,,
ORG-1@1607,阿拔泉排水支線,,
ORG-1@1608,阿烏排水支線,,
ORG-1@1609,維興圳排水支線,,
ORG-1@1610,新豐排水支線,,
ORG-1@1611,尾寮排水支線,,
ORG-1@1612,埔羌溪排水幹線,,
ORG-1@1613,大和排水支線,,
ORG-1@1614,安坡溪排水支線,,
ORG-1@1615,飲水溪排水支線,,
ORG-1@1616,沙漠溪排水支線,,
ORG-1@1617,泰山圳第二排水幹線,,
ORG-1@1618,大路關排水幹線,,
ORG-1@1619,虎尾溝排水幹線,,
ORG-1@1620,九塊排水支線,,
ORG-1@1621,武洛溪排水幹線,,
ORG-1@1622,五號排水支線,,
ORG-1@1623,九號排水支線,,
ORG-1@1624,下冷水坑排水幹線,,
ORG-1@1625,番仔寮溪排水幹線,,
ORG-1@1626,牛稠溪排水幹線,,
ORG-1@1627,六塊厝排水支線,,
ORG-1@1628,萬丹排水幹線,,
ORG-1@1629,五房排水幹線,,
ORG-1@1630,烏龍排水幹線,,
ORG-1@1631,溪州溪排水幹線,,
ORG-1@1632,新園排水幹線,,
ORG-1@1633,魚池溝排水幹線,,
ORG-1@1634,興化?排水幹線,,
ORG-1@1635,力社排水幹線,,
ORG-1@1636,民治溪排水幹線,,
ORG-1@1637,隘寮溪排水幹線(麟洛溪排水),,
ORG-1@1638,南門埤排水幹線,,
ORG-1@1639,北勢埤排水幹線,,
ORG-1@1640,溝仔墘排水幹線,,
ORG-1@1641,龍頸溪排水幹線,,
ORG-1@1642,芭樹埤排水幹線,,
ORG-1@1643,頭溝水排水幹線,,
ORG-1@1644,萬巒排水幹線,,
ORG-1@1645,頓物埤第一秋期幹線(龍頸溪分洪排水幹線),,
ORG-1@1646,官藏排水幹線,,
ORG-1@1647,硫磺排水幹線,,
ORG-1@1648,佳平溪排水幹線,,
ORG-1@1649,老埤排水幹線,,
ORG-1@1650,牛埔溪排水幹線,,
ORG-1@1651,林邊排水幹線,,
ORG-1@1652,八甲頭新埤支線,,
ORG-1@1653,林邊第一號排水幹線,,
ORG-1@1654,崩坡缺1號,,
ORG-1@1655,北窩排水,,
ORG-1@1656,波羅汶排水,,
ORG-1@1657,中崙排水,,
ORG-1@1658,下排坑排水,,
ORG-1@1659,燒炭窩坑幹線,,
ORG-1@1660,桃子窩坑支線,,
ORG-1@1661,太平窩坑幹線,,
ORG-1@1662,旱窩壢支線,,
ORG-1@1663,牛車窩壢支線,,
ORG-1@1664,車路壢支線,,
ORG-1@1665,榕樹下坑支線,,
ORG-1@1666,旱坑子幹線,,
ORG-1@1667,石頭坑幹線,,
ORG-1@1668,蔡屋坑幹線,,
ORG-1@1669,箭竹窩幹線,,
ORG-1@1670,九芎湖幹線,,
ORG-1@1671,汶水坑幹線,,
ORG-1@1672,鹿鳴坑幹線,,
ORG-1@1673,上吳屋坑幹線,,
ORG-1@1674,青窩壢幹線,,
ORG-1@1675,油車窩幹線,,
ORG-1@1676,下員山圳1號支線,,
ORG-1@1677,麻園幹線,,
ORG-1@1678,湳坑溪(寶1-2排水),,
ORG-1@1679,水尾溝(寶1-1排水),,
ORG-1@1680,油田支流(寶1-4排水),,
ORG-1@1681,下內立坑溪線,,
ORG-1@1682,上內立坑溪幹線,,
ORG-1@1683,樹林排水,,
ORG-1@1684,坑子口支線,,
ORG-1@1685,中崙支線,,
ORG-1@1686,上坑排水(含支線山崎排水),,
ORG-1@1687,牛欄河排水,,
ORG-1@1688,東大排水,,WIKIDATA-1@Q87220448
ORG-1@1689,南雅排水幹線,,
ORG-1@1690,南雅排水支線,,
ORG-1@1691,溪埔子排水幹線(前溪大排水),,
ORG-1@1692,金城湖排水,,WIKIDATA-1@Q87223510
ORG-1@1693,港南排水幹線,,WIKIDATA-1@Q87225095
ORG-1@1694,頂寮排水幹線,,WIKIDATA-1@Q87227812
ORG-1@1695,海水川溪(海山罟排水幹線),,
ORG-1@1696,三姓溪(三姓公溪),,
ORG-1@1697,八股排水幹線,,WIKIDATA-1@Q87231112
ORG-1@1698,何姓溪排水幹線,,WIKIDATA-1@Q87237270
ORG-1@1699,冷水坑溪,,
ORG-1@1700,南門溪,,WIKIDATA-1@Q87221707
ORG-1@1701,南門溪支線,,WIKIDATA-1@Q87221597
ORG-1@1702,客雅溪延平支線,,WIKIDATA-1@Q87240996
ORG-1@1703,港北排水幹線,,WIKIDATA-1@Q87241407
ORG-1@1704,港北金城橋幹線,,WIKIDATA-1@Q87242082
ORG-1@1705,隘口寮排水,,
ORG-1@1706,新埔溪排水,,
ORG-1@1707,四窩溪排水,,
ORG-1@1708,內湖溪排水,,
ORG-1@1709,圳頭溪排水,,
ORG-1@1710,楓樹溪排水,,
ORG-1@1711,通灣大排,,
ORG-1@1712,過港溪排水,,
ORG-1@1713,中溝支線排水,,
ORG-1@1714,錦山溝支線排水,,
ORG-1@1715,董門碑排水,,
ORG-1@1716,南勢林支線排水,,
ORG-1@1717,十股坑排水,,
ORG-1@1718,老庄溪排水,,
ORG-1@1719,卓蘭圳支線排水,,
ORG-1@1720,打鐵坑支線排水,,
ORG-1@1721,陰溝支線排水,,
ORG-1@1722,龍鳳排水,,
ORG-1@1723,射流溝排水,,
ORG-1@1724,蜆仔溝排水,,
ORG-1@1725,灰寮溝排水,,
ORG-1@1726,公館仔排水,,
ORG-1@1727,崎頂里排水,,
ORG-1@1728,新港溪排水,,
ORG-1@1729,九車籠排水,,
ORG-1@1730,九車籠排水支線,,
ORG-1@1731,大潭排水支線,,
ORG-1@1732,龍昇排水支線,,
ORG-1@1733,帝爺廟前排水支線,,
ORG-1@1734,灣寶排水,,
ORG-1@1735,十七大排,,WIKIDATA-2@Q49267648
ORG-1@1736,外埔大排,,
ORG-1@1737,王爺宮大排,,WIKIDATA-2@Q49270676
ORG-1@1738,塭堀溝排水,,
ORG-1@1739,北勢溪排水,,
ORG-1@1740,大埒尾支線,,
ORG-1@1741,南勢坑排水,,
ORG-1@1742,龍坑支線,,
ORG-1@1743,海口排水,,
ORG-1@1744,山邊溪排水,,
ORG-1@1745,水尾大排,,
ORG-1@1746,水尾仔圳,,WIKIDATA-2@Q49267714
ORG-1@1747,談文湖排水,,
ORG-1@1748,造橋排水,,
ORG-1@1749,大西排水,,
ORG-1@1750,東興排水,,
ORG-1@1751,灰寮溝支線排水,,
LASS-1@nan,南坑,,WIKIDATA-1@Q17030423|WIKIDATA-1@Q17030442|WIKIDATA-1@Q17030369|WIKIDATA-1@Q9901591
DATAGOV-118834@宜縣DF135,宜縣DF135,,
DATAGOV-118834@宜縣DF131,宜縣DF131,,
DATAGOV-118834@宜縣DF132,宜縣DF132,,
DATAGOV-118834@宜縣DF133,宜縣DF133,,
DATAGOV-118834@宜縣DF134,宜縣DF134,,
DATAGOV-118834@宜縣DF063,宜縣DF063,,
DATAGOV-118834@宜縣DF064,宜縣DF064,,
DATAGOV-118834@宜縣DF072,宜縣DF072,,
DATAGOV-118834@宜縣DF073,宜縣DF073,,
DATAGOV-118834@宜縣DF074,宜縣DF074,,
DATAGOV-118834@宜縣DF075,宜縣DF075,,
DATAGOV-118834@宜縣DF076,宜縣DF076,,
DATAGOV-118834@宜縣DF077,宜縣DF077,,
DATAGOV-118834@宜縣DF054,宜縣DF054,,
DATAGOV-118834@宜縣DF055,宜縣DF055,,
DATAGOV-118834@宜縣DF056,宜縣DF056,,
DATAGOV-118834@宜縣DF057,宜縣DF057,,
DATAGOV-118834@宜縣DF078,宜縣DF078,,
DATAGOV-118834@宜縣DF079,宜縣DF079,,
DATAGOV-118834@宜縣DF080,宜縣DF080,,
DATAGOV-118834@宜縣DF081,宜縣DF081,,
DATAGOV-118834@宜縣DF082,宜縣DF082,,
DATAGOV-118834@宜縣DF083,宜縣DF083,,
DATAGOV-118834@宜縣DF084,宜縣DF084,,
DATAGOV-118834@宜縣DF058,宜縣DF058,,
DATAGOV-118834@宜縣DF059,宜縣DF059,,
DATAGOV-118834@宜縣DF065,宜縣DF065,,
DATAGOV-118834@宜縣DF066,宜縣DF066,,
DATAGOV-118834@宜縣DF067,宜縣DF067,,
DATAGOV-118834@宜縣DF068,宜縣DF068,,
DATAGOV-118834@宜縣DF069,宜縣DF069,,
DATAGOV-118834@宜縣DF070,宜縣DF070,,
DATAGOV-118834@宜縣DF071,宜縣DF071,,
DATAGOV-118834@宜縣DF144,宜縣DF144,,
DATAGOV-118834@宜縣DF051,宜縣DF051,,
DATAGOV-118834@宜縣DF052,宜縣DF052,,
DATAGOV-118834@宜縣DF053,宜縣DF053,,
DATAGOV-118834@宜縣DF085,宜縣DF085,,
DATAGOV-118834@宜縣DF086,宜縣DF086,,
DATAGOV-118834@宜縣DF149,宜縣DF149,,
DATAGOV-118834@宜縣DF087,宜縣DF087,,
DATAGOV-118834@宜縣DF088,宜縣DF088,,
DATAGOV-118834@宜縣DF089,宜縣DF089,,
DATAGOV-118834@宜縣DF090,宜縣DF090,,
DATAGOV-118834@宜縣DF143,宜縣DF143,,
DATAGOV-118834@宜縣DF060,宜縣DF060,,
DATAGOV-118834@宜縣DF061,宜縣DF061,,
DATAGOV-118834@宜縣DF062,宜縣DF062,,
DATAGOV-118834@宜縣DF119,宜縣DF119,,
DATAGOV-118834@宜縣DF120,宜縣DF120,,
DATAGOV-118834@宜縣DF121,宜縣DF121,,
DATAGOV-118834@宜縣DF122,宜縣DF122,,
DATAGOV-118834@宜縣DF123,宜縣DF123,,
DATAGOV-118834@宜縣DF124,宜縣DF124,,
DATAGOV-118834@宜縣DF125,宜縣DF125,,
DATAGOV-118834@宜縣DF126,宜縣DF126,,
DATAGOV-118834@宜縣DF130,宜縣DF130,,
DATAGOV-118834@宜縣DF127,宜縣DF127,,
DATAGOV-118834@宜縣DF128,宜縣DF128,,
DATAGOV-118834@宜縣DF129,宜縣DF129,,
DATAGOV-118834@宜縣DF118,宜縣DF118,,
DATAGOV-118834@宜縣DF099,宜縣DF099,,
DATAGOV-118834@宜縣DF092,宜縣DF092,,
DATAGOV-118834@宜縣DF093,宜縣DF093,,
DATAGOV-118834@宜縣DF150,宜縣DF150,,
DATAGOV-118834@宜縣DF091,宜縣DF091,,
DATAGOV-118834@宜縣DF095,宜縣DF095,,
DATAGOV-118834@宜縣DF096,宜縣DF096,,
DATAGOV-118834@宜縣DF097,宜縣DF097,,
DATAGOV-118834@宜縣DF094,宜縣DF094,,
DATAGOV-118834@宜縣DF098,宜縣DF098,,
DATAGOV-118834@宜縣DF146,宜縣DF146,,
DATAGOV-118834@宜縣DF147,宜縣DF147,,
DATAGOV-118834@宜縣DF139,宜縣DF139,,
DATAGOV-118834@宜縣DF043,宜縣DF043,,
DATAGOV-118834@宜縣DF044,宜縣DF044,,
DATAGOV-118834@宜縣DF045,宜縣DF045,,
DATAGOV-118834@宜縣DF046,宜縣DF046,,
DATAGOV-118834@宜縣DF047,宜縣DF047,,
DATAGOV-118834@宜縣DF048,宜縣DF048,,
DATAGOV-118834@宜縣DF049,宜縣DF049,,
DATAGOV-118834@宜縣DF041,宜縣DF041,,
DATAGOV-118834@宜縣DF042,宜縣DF042,,
DATAGOV-118834@宜縣DF036,宜縣DF036,,
DATAGOV-118834@宜縣DF037,宜縣DF037,,
DATAGOV-118834@宜縣DF038,宜縣DF038,,
DATAGOV-118834@宜縣DF039,宜縣DF039,,
DATAGOV-118834@宜縣DF040,宜縣DF040,,
DATAGOV-118834@宜縣DF050,宜縣DF050,,
DATAGOV-118834@宜縣DF008,宜縣DF008,,
DATAGOV-118834@宜縣DF009,宜縣DF009,,
DATAGOV-118834@宜縣DF010,宜縣DF010,,
DATAGOV-118834@宜縣DF019,宜縣DF019,,
DATAGOV-118834@宜縣DF020,宜縣DF020,,
DATAGOV-118834@宜縣DF001,宜縣DF001,,
DATAGOV-118834@宜縣DF002,宜縣DF002,,
DATAGOV-118834@宜縣DF003,宜縣DF003,,
DATAGOV-118834@宜縣DF004,宜縣DF004,,
DATAGOV-118834@宜縣DF005,宜縣DF005,,
DATAGOV-118834@宜縣DF006,宜縣DF006,,
DATAGOV-118834@宜縣DF007,宜縣DF007,,
DATAGOV-118834@宜縣DF011,宜縣DF011,,
DATAGOV-118834@宜縣DF012,宜縣DF012,,
DATAGOV-118834@宜縣DF013,宜縣DF013,,
DATAGOV-118834@宜縣DF140,宜縣DF140,,
DATAGOV-118834@宜縣DF014,宜縣DF014,,
DATAGOV-118834@宜縣DF015,宜縣DF015,,
DATAGOV-118834@宜縣DF016,宜縣DF016,,
DATAGOV-118834@宜縣DF017,宜縣DF017,,
DATAGOV-118834@宜縣DF018,宜縣DF018,,
DATAGOV-118834@宜縣DF021,宜縣DF021,,
DATAGOV-118834@宜縣DF022,宜縣DF022,,
DATAGOV-118834@宜縣DF031,宜縣DF031,,
DATAGOV-118834@宜縣DF032,宜縣DF032,,
DATAGOV-118834@宜縣DF033,宜縣DF033,,
DATAGOV-118834@宜縣DF034,宜縣DF034,,
DATAGOV-118834@宜縣DF035,宜縣DF035,,
DATAGOV-118834@宜縣DF027,宜縣DF027,,
DATAGOV-118834@宜縣DF028,宜縣DF028,,
DATAGOV-118834@宜縣DF024,宜縣DF024,,
DATAGOV-118834@宜縣DF025,宜縣DF025,,
DATAGOV-118834@宜縣DF023,宜縣DF023,,
DATAGOV-118834@宜縣DF136,宜縣DF136,,
DATAGOV-118834@宜縣DF137,宜縣DF137,,
DATAGOV-118834@宜縣DF138,宜縣DF138,,
DATAGOV-118834@宜縣DF030,宜縣DF030,,
DATAGOV-118834@宜縣DF145,宜縣DF145,,
DATAGOV-118834@宜縣DF026,宜縣DF026,,
DATAGOV-118834@宜縣DF029,宜縣DF029,,
DATAGOV-118834@宜縣DF107,宜縣DF107,,
DATAGOV-118834@宜縣DF108,宜縣DF108,,
DATAGOV-118834@宜縣DF109,宜縣DF109,,
DATAGOV-118834@宜縣DF110,宜縣DF110,,
DATAGOV-118834@宜縣DF111,宜縣DF111,,
DATAGOV-118834@宜縣DF112,宜縣DF112,,
DATAGOV-118834@宜縣DF113,宜縣DF113,,
DATAGOV-118834@宜縣DF141,宜縣DF141,,
DATAGOV-118834@宜縣DF142,宜縣DF142,,
DATAGOV-118834@宜縣DF148,宜縣DF148,,
DATAGOV-118834@宜縣DF101,宜縣DF101,,
DATAGOV-118834@宜縣DF100,宜縣DF100,,
DATAGOV-118834@宜縣DF114,宜縣DF114,,
DATAGOV-118834@宜縣DF115,宜縣DF115,,
DATAGOV-118834@宜縣DF116,宜縣DF116,,
DATAGOV-118834@宜縣DF117,宜縣DF117,,
DATAGOV-118834@宜縣DF106,宜縣DF106,,
DATAGOV-118834@宜縣DF103,宜縣DF103,,
DATAGOV-118834@宜縣DF104,宜縣DF104,,
DATAGOV-118834@宜縣DF105,宜縣DF105,,
DATAGOV-118834@宜縣DF102,宜縣DF102,,
DATAGOV-118834@基市DF012,基市DF012,,
DATAGOV-118834@基市DF016,基市DF016,,
DATAGOV-118834@基市DF018,基市DF018,,
DATAGOV-118834@基市DF017,基市DF017,,
DATAGOV-118834@基市DF010,基市DF010,,
DATAGOV-118834@基市DF011,基市DF011,,
DATAGOV-118834@基市DF013,基市DF013,,
DATAGOV-118834@基市DF014,基市DF014,,
DATAGOV-118834@基市DF015,基市DF015,,
DATAGOV-118834@基市DF002,基市DF002,,
DATAGOV-118834@基市DF003,基市DF003,,
DATAGOV-118834@基市DF001,基市DF001,,
DATAGOV-118834@基市DF032,基市DF032,,
DATAGOV-118834@基市DF034,基市DF034,,
DATAGOV-118834@基市DF033,基市DF033,,
DATAGOV-118834@基市DF025,基市DF025,,
DATAGOV-118834@基市DF026,基市DF026,,
DATAGOV-118834@基市DF004,基市DF004,,
DATAGOV-118834@基市DF005,基市DF005,,
DATAGOV-118834@基市DF006,基市DF006,,
DATAGOV-118834@基市DF007,基市DF007,,
DATAGOV-118834@基市DF008,基市DF008,,
DATAGOV-118834@基市DF009,基市DF009,,
DATAGOV-118834@基市DF030,基市DF030,,
DATAGOV-118834@基市DF031,基市DF031,,
DATAGOV-118834@基市DF029,基市DF029,,
DATAGOV-118834@基市DF028,基市DF028,,
DATAGOV-118834@基市DF027,基市DF027,,
DATAGOV-118834@基市DF019,基市DF019,,
DATAGOV-118834@基市DF020,基市DF020,,
DATAGOV-118834@基市DF021,基市DF021,,
DATAGOV-118834@基市DF022,基市DF022,,
DATAGOV-118834@基市DF023,基市DF023,,
DATAGOV-118834@基市DF024,基市DF024,,
DATAGOV-118834@新北DF011,新北DF011,,
DATAGOV-118834@新北DF020,新北DF020,,
DATAGOV-118834@新北DF012,新北DF012,,
DATAGOV-118834@新北DF013,新北DF013,,
DATAGOV-118834@新北DF014,新北DF014,,
DATAGOV-118834@新北DF015,新北DF015,,
DATAGOV-118834@新北DF016,新北DF016,,
DATAGOV-118834@新北DF017,新北DF017,,
DATAGOV-118834@新北DF018,新北DF018,,
DATAGOV-118834@新北DF019,新北DF019,,
DATAGOV-118834@新北DF003,新北DF003,,
DATAGOV-118834@新北DF004,新北DF004,,
DATAGOV-118834@新北DF005,新北DF005,,
DATAGOV-118834@新北DF006,新北DF006,,
DATAGOV-118834@新北DF065,新北DF065,,
DATAGOV-118834@新北DF066,新北DF066,,
DATAGOV-118834@新北DF067,新北DF067,,
DATAGOV-118834@新北DF068,新北DF068,,
DATAGOV-118834@新北DF069,新北DF069,,
DATAGOV-118834@新北DF062,新北DF062,,
DATAGOV-118834@新北DF081,新北DF081,,
DATAGOV-118834@新北DF082,新北DF082,,
DATAGOV-118834@新北DF221,新北DF221,,
DATAGOV-118834@新北DF223,新北DF223,,
DATAGOV-118834@新北DF073,新北DF073,,
DATAGOV-118834@新北DF074,新北DF074,,
DATAGOV-118834@新北DF075,新北DF075,,
DATAGOV-118834@新北DF076,新北DF076,,
DATAGOV-118834@新北DF077,新北DF077,,
DATAGOV-118834@新北DF078,新北DF078,,
DATAGOV-118834@新北DF079,新北DF079,,
DATAGOV-118834@新北DF222,新北DF222,,
DATAGOV-118834@新北DF080,新北DF080,,
DATAGOV-118834@新北DF063,新北DF063,,
DATAGOV-118834@新北DF064,新北DF064,,
DATAGOV-118834@新北DF070,新北DF070,,
DATAGOV-118834@新北DF071,新北DF071,,
DATAGOV-118834@新北DF072,新北DF072,,
DATAGOV-118834@新北DF083,新北DF083,,
DATAGOV-118834@新北DF053,新北DF053,,
DATAGOV-118834@新北DF054,新北DF054,,
DATAGOV-118834@新北DF055,新北DF055,,
DATAGOV-118834@新北DF220,新北DF220,,
DATAGOV-118834@新北DF052,新北DF052,,
DATAGOV-118834@新北DF023,新北DF023,,
DATAGOV-118834@新北DF024,新北DF024,,
DATAGOV-118834@新北DF029,新北DF029,,
DATAGOV-118834@新北DF025,新北DF025,,
DATAGOV-118834@新北DF026,新北DF026,,
DATAGOV-118834@新北DF027,新北DF027,,
DATAGOV-118834@新北DF028,新北DF028,,
DATAGOV-118834@新北DF021,新北DF021,,
DATAGOV-118834@新北DF022,新北DF022,,
DATAGOV-118834@新北DF188,新北DF188,,
DATAGOV-118834@新北DF189,新北DF189,,
DATAGOV-118834@新北DF186,新北DF186,,
DATAGOV-118834@新北DF183,新北DF183,,
DATAGOV-118834@新北DF187,新北DF187,,
DATAGOV-118834@新北DF185,新北DF185,,
DATAGOV-118834@新北DF184,新北DF184,,
DATAGOV-118834@新北DF001,新北DF001,,
DATAGOV-118834@新北DF002,新北DF002,,
DATAGOV-118834@新北DF120,新北DF120,,
DATAGOV-118834@新北DF119,新北DF119,,
DATAGOV-118834@新北DF116,新北DF116,,
DATAGOV-118834@新北DF117,新北DF117,,
DATAGOV-118834@新北DF118,新北DF118,,
DATAGOV-118834@新北DF112,新北DF112,,
DATAGOV-118834@新北DF113,新北DF113,,
DATAGOV-118834@新北DF114,新北DF114,,
DATAGOV-118834@新北DF115,新北DF115,,
DATAGOV-118834@新北DF192,新北DF192,,
DATAGOV-118834@新北DF197,新北DF197,,
DATAGOV-118834@新北DF198,新北DF198,,
DATAGOV-118834@新北DF191,新北DF191,,
DATAGOV-118834@新北DF195,新北DF195,,
DATAGOV-118834@新北DF196,新北DF196,,
DATAGOV-118834@新北DF193,新北DF193,,
DATAGOV-118834@新北DF194,新北DF194,,
DATAGOV-118834@新北DF190,新北DF190,,
DATAGOV-118834@新北DF124,新北DF124,,
DATAGOV-118834@新北DF125,新北DF125,,
DATAGOV-118834@新北DF232,新北DF232,,
DATAGOV-118834@新北DF127,新北DF127,,
