fid_master,name,fid_link,guess_link
DATAGOV-118834@東縣DF121,東縣DF121,,
DATAGOV-118834@東縣DF113,東縣DF113,,
DATAGOV-118834@東縣DF114,東縣DF114,,
DATAGOV-118834@東縣DF115,東縣DF115,,
DATAGOV-118834@東縣DF116,東縣DF116,,
DATAGOV-118834@東縣DF117,東縣DF117,,
DATAGOV-118834@東縣DF122,東縣DF122,,
DATAGOV-118834@東縣DF123,東縣DF123,,
DATAGOV-118834@東縣DF124,東縣DF124,,
DATAGOV-118834@東縣DF125,東縣DF125,,
DATAGOV-118834@東縣DF154,東縣DF154,,
DATAGOV-118834@東縣DF153,東縣DF153,,
DATAGOV-118834@東縣DF158,東縣DF158,,
DATAGOV-118834@東縣DF159,東縣DF159,,
DATAGOV-118834@東縣DF155,東縣DF155,,
DATAGOV-118834@東縣DF156,東縣DF156,,
DATAGOV-118834@東縣DF157,東縣DF157,,
DATAGOV-118834@東縣DF151,東縣DF151,,
DATAGOV-118834@東縣DF152,東縣DF152,,
DATAGOV-118834@東縣DF002,東縣DF002,,
DATAGOV-118834@東縣DF001,東縣DF001,,
DATAGOV-118834@東縣DF068,東縣DF068,,
DATAGOV-118834@東縣DF069,東縣DF069,,
DATAGOV-118834@東縣DF053,東縣DF053,,
DATAGOV-118834@東縣DF054,東縣DF054,,
DATAGOV-118834@東縣DF042,東縣DF042,,
DATAGOV-118834@東縣DF043,東縣DF043,,
DATAGOV-118834@東縣DF044,東縣DF044,,
DATAGOV-118834@東縣DF045,東縣DF045,,
DATAGOV-118834@東縣DF046,東縣DF046,,
DATAGOV-118834@東縣DF038,東縣DF038,,
DATAGOV-118834@東縣DF039,東縣DF039,,
DATAGOV-118834@東縣DF040,東縣DF040,,
DATAGOV-118834@東縣DF041,東縣DF041,,
DATAGOV-118834@東縣DF055,東縣DF055,,
DATAGOV-118834@東縣DF056,東縣DF056,,
DATAGOV-118834@東縣DF057,東縣DF057,,
DATAGOV-118834@東縣DF047,東縣DF047,,
DATAGOV-118834@東縣DF048,東縣DF048,,
DATAGOV-118834@東縣DF049,東縣DF049,,
DATAGOV-118834@東縣DF050,東縣DF050,,
DATAGOV-118834@東縣DF051,東縣DF051,,
DATAGOV-118834@東縣DF052,東縣DF052,,
DATAGOV-118834@東縣DF058,東縣DF058,,
DATAGOV-118834@東縣DF059,東縣DF059,,
DATAGOV-118834@東縣DF060,東縣DF060,,
DATAGOV-118834@東縣DF061,東縣DF061,,
DATAGOV-118834@東縣DF062,東縣DF062,,
DATAGOV-118834@東縣DF063,東縣DF063,,
DATAGOV-118834@東縣DF064,東縣DF064,,
DATAGOV-118834@東縣DF065,東縣DF065,,
DATAGOV-118834@東縣DF070,東縣DF070,,
DATAGOV-118834@東縣DF071,東縣DF071,,
DATAGOV-118834@東縣DF072,東縣DF072,,
DATAGOV-118834@東縣DF073,東縣DF073,,
DATAGOV-118834@東縣DF074,東縣DF074,,
DATAGOV-118834@東縣DF075,東縣DF075,,
DATAGOV-118834@東縣DF066,東縣DF066,,
DATAGOV-118834@東縣DF067,東縣DF067,,
DATAGOV-118834@東縣DF126,東縣DF126,,
DATAGOV-118834@東縣DF034,東縣DF034,,
DATAGOV-118834@東縣DF035,東縣DF035,,
DATAGOV-118834@東縣DF036,東縣DF036,,
DATAGOV-118834@東縣DF037,東縣DF037,,
DATAGOV-118834@東縣DF028,東縣DF028,,
DATAGOV-118834@東縣DF032,東縣DF032,,
DATAGOV-118834@東縣DF166,東縣DF166,,
DATAGOV-118834@東縣DF029,東縣DF029,,
DATAGOV-118834@東縣DF030,東縣DF030,,
DATAGOV-118834@東縣DF031,東縣DF031,,
DATAGOV-118834@東縣DF033,東縣DF033,,
DATAGOV-118834@東縣DF131,東縣DF131,,
DATAGOV-118834@東縣DF132,東縣DF132,,
DATAGOV-118834@東縣DF133,東縣DF133,,
DATAGOV-118834@東縣DF134,東縣DF134,,
DATAGOV-118834@東縣DF135,東縣DF135,,
DATAGOV-118834@東縣DF149,東縣DF149,,
DATAGOV-118834@東縣DF150,東縣DF150,,
DATAGOV-118834@東縣DF136,東縣DF136,,
DATAGOV-118834@東縣DF137,東縣DF137,,
DATAGOV-118834@東縣DF138,東縣DF138,,
DATAGOV-118834@東縣DF139,東縣DF139,,
DATAGOV-118834@東縣DF140,東縣DF140,,
DATAGOV-118834@東縣DF141,東縣DF141,,
DATAGOV-118834@東縣DF144,東縣DF144,,
DATAGOV-118834@東縣DF145,東縣DF145,,
DATAGOV-118834@東縣DF146,東縣DF146,,
DATAGOV-118834@東縣DF147,東縣DF147,,
DATAGOV-118834@東縣DF148,東縣DF148,,
DATAGOV-118834@東縣DF142,東縣DF142,,
DATAGOV-118834@東縣DF143,東縣DF143,,
DATAGOV-118834@東縣DF082,東縣DF082,,
DATAGOV-118834@東縣DF076,東縣DF076,,
DATAGOV-118834@東縣DF077,東縣DF077,,
DATAGOV-118834@東縣DF078,東縣DF078,,
DATAGOV-118834@東縣DF079,東縣DF079,,
DATAGOV-118834@東縣DF081,東縣DF081,,
DATAGOV-118834@東縣DF080,東縣DF080,,
DATAGOV-118834@東縣DF160,東縣DF160,,
DATAGOV-118834@東縣DF161,東縣DF161,,
DATAGOV-118834@東縣DF162,東縣DF162,,
DATAGOV-118834@東縣DF163,東縣DF163,,
DATAGOV-118834@東縣DF015,東縣DF015,,
DATAGOV-118834@東縣DF016,東縣DF016,,
DATAGOV-118834@東縣DF017,東縣DF017,,
DATAGOV-118834@東縣DF018,東縣DF018,,
DATAGOV-118834@東縣DF012,東縣DF012,,
DATAGOV-118834@東縣DF013,東縣DF013,,
DATAGOV-118834@東縣DF014,東縣DF014,,
DATAGOV-118834@東縣DF019,東縣DF019,,
DATAGOV-118834@東縣DF020,東縣DF020,,
DATAGOV-118834@東縣DF003,東縣DF003,,
DATAGOV-118834@東縣DF004,東縣DF004,,
DATAGOV-118834@東縣DF005,東縣DF005,,
DATAGOV-118834@東縣DF006,東縣DF006,,
DATAGOV-118834@東縣DF007,東縣DF007,,
DATAGOV-118834@東縣DF008,東縣DF008,,
DATAGOV-118834@東縣DF009,東縣DF009,,
DATAGOV-118834@東縣DF010,東縣DF010,,
DATAGOV-118834@東縣DF011,東縣DF011,,
DATAGOV-118834@東縣DF026,東縣DF026,,
DATAGOV-118834@東縣DF024,東縣DF024,,
DATAGOV-118834@東縣DF025,東縣DF025,,
DATAGOV-118834@東縣DF084,東縣DF084,,
DATAGOV-118834@東縣DF085,東縣DF085,,
DATAGOV-118834@東縣DF086,東縣DF086,,
DATAGOV-118834@東縣DF087,東縣DF087,,
DATAGOV-118834@東縣DF083,東縣DF083,,
DATAGOV-118834@東縣DF090,東縣DF090,,
DATAGOV-118834@東縣DF088,東縣DF088,,
DATAGOV-118834@東縣DF089,東縣DF089,,
DATAGOV-118834@東縣DF127,東縣DF127,,
DATAGOV-118834@東縣DF129,東縣DF129,,
DATAGOV-118834@東縣DF130,東縣DF130,,
DATAGOV-118834@東縣DF128,東縣DF128,,
DATAGOV-118834@東縣DF022,東縣DF022,,
DATAGOV-118834@東縣DF023,東縣DF023,,
DATAGOV-118834@東縣DF027,東縣DF027,,
DATAGOV-118834@東縣DF021,東縣DF021,,
DATAGOV-118834@花縣DF063,花縣DF063,,
DATAGOV-118834@花縣DF064,花縣DF064,,
DATAGOV-118834@花縣DF065,花縣DF065,,
DATAGOV-118834@花縣DF066,花縣DF066,,
DATAGOV-118834@花縣DF067,花縣DF067,,
DATAGOV-118834@花縣DF080,花縣DF080,,
DATAGOV-118834@花縣DF081,花縣DF081,,
DATAGOV-118834@花縣DF082,花縣DF082,,
DATAGOV-118834@花縣DF059,花縣DF059,,
DATAGOV-118834@花縣DF076,花縣DF076,,
DATAGOV-118834@花縣DF077,花縣DF077,,
DATAGOV-118834@花縣DF068,花縣DF068,,
DATAGOV-118834@花縣DF069,花縣DF069,,
DATAGOV-118834@花縣DF070,花縣DF070,,
DATAGOV-118834@花縣DF071,花縣DF071,,
DATAGOV-118834@花縣DF072,花縣DF072,,
DATAGOV-118834@花縣DF073,花縣DF073,,
DATAGOV-118834@花縣DF074,花縣DF074,,
DATAGOV-118834@花縣DF075,花縣DF075,,
DATAGOV-118834@花縣DF078,花縣DF078,,
DATAGOV-118834@花縣DF079,花縣DF079,,
DATAGOV-118834@花縣DF060,花縣DF060,,
DATAGOV-118834@花縣DF061,花縣DF061,,
DATAGOV-118834@花縣DF062,花縣DF062,,
DATAGOV-118834@花縣DF112,花縣DF112,,
DATAGOV-118834@花縣DF113,花縣DF113,,
DATAGOV-118834@花縣DF114,花縣DF114,,
DATAGOV-118834@花縣DF115,花縣DF115,,
DATAGOV-118834@花縣DF116,花縣DF116,,
DATAGOV-118834@花縣DF109,花縣DF109,,
DATAGOV-118834@花縣DF110,花縣DF110,,
DATAGOV-118834@花縣DF111,花縣DF111,,
DATAGOV-118834@花縣DF123,花縣DF123,,
DATAGOV-118834@花縣DF117,花縣DF117,,
DATAGOV-118834@花縣DF118,花縣DF118,,
DATAGOV-118834@花縣DF119,花縣DF119,,
DATAGOV-118834@花縣DF083,花縣DF083,,
DATAGOV-118834@花縣DF120,花縣DF120,,
DATAGOV-118834@花縣DF121,花縣DF121,,
DATAGOV-118834@花縣DF122,花縣DF122,,
DATAGOV-118834@花縣DF124,花縣DF124,,
DATAGOV-118834@花縣DF164,花縣DF164,,
DATAGOV-118834@花縣DF153,花縣DF153,,
DATAGOV-118834@花縣DF154,花縣DF154,,
DATAGOV-118834@花縣DF155,花縣DF155,,
DATAGOV-118834@花縣DF156,花縣DF156,,
DATAGOV-118834@花縣DF157,花縣DF157,,
DATAGOV-118834@花縣DF158,花縣DF158,,
DATAGOV-118834@花縣DF159,花縣DF159,,
DATAGOV-118834@花縣DF005,花縣DF005,,
DATAGOV-118834@花縣DF006,花縣DF006,,
DATAGOV-118834@花縣DF007,花縣DF007,,
DATAGOV-118834@花縣DF012,花縣DF012,,
DATAGOV-118834@花縣DF013,花縣DF013,,
DATAGOV-118834@花縣DF020,花縣DF020,,
DATAGOV-118834@花縣DF021,花縣DF021,,
DATAGOV-118834@花縣DF022,花縣DF022,,
DATAGOV-118834@花縣DF169,花縣DF169,,
DATAGOV-118834@花縣DF014,花縣DF014,,
DATAGOV-118834@花縣DF015,花縣DF015,,
DATAGOV-118834@花縣DF016,花縣DF016,,
DATAGOV-118834@花縣DF017,花縣DF017,,
DATAGOV-118834@花縣DF025,花縣DF025,,
DATAGOV-118834@花縣DF026,花縣DF026,,
DATAGOV-118834@花縣DF166,花縣DF166,,
DATAGOV-118834@花縣DF023,花縣DF023,,
DATAGOV-118834@花縣DF024,花縣DF024,,
DATAGOV-118834@花縣DF001,花縣DF001,,
DATAGOV-118834@花縣DF002,花縣DF002,,
DATAGOV-118834@花縣DF003,花縣DF003,,
DATAGOV-118834@花縣DF004,花縣DF004,,
DATAGOV-118834@花縣DF018,花縣DF018,,
DATAGOV-118834@花縣DF019,花縣DF019,,
DATAGOV-118834@花縣DF008,花縣DF008,,
DATAGOV-118834@花縣DF009,花縣DF009,,
DATAGOV-118834@花縣DF010,花縣DF010,,
DATAGOV-118834@花縣DF011,花縣DF011,,
DATAGOV-118834@花縣DF050,花縣DF050,,
DATAGOV-118834@花縣DF051,花縣DF051,,
DATAGOV-118834@花縣DF052,花縣DF052,,
DATAGOV-118834@花縣DF041,花縣DF041,,
DATAGOV-118834@花縣DF042,花縣DF042,,
DATAGOV-118834@花縣DF043,花縣DF043,,
DATAGOV-118834@花縣DF044,花縣DF044,,
DATAGOV-118834@花縣DF165,花縣DF165,,
DATAGOV-118834@花縣DF045,花縣DF045,,
DATAGOV-118834@花縣DF046,花縣DF046,,
DATAGOV-118834@花縣DF047,花縣DF047,,
DATAGOV-118834@花縣DF039,花縣DF039,,
DATAGOV-118834@花縣DF040,花縣DF040,,
DATAGOV-118834@花縣DF048,花縣DF048,,
DATAGOV-118834@花縣DF049,花縣DF049,,
DATAGOV-118834@花縣DF160,花縣DF160,,
DATAGOV-118834@花縣DF161,花縣DF161,,
DATAGOV-118834@花縣DF162,花縣DF162,,
DATAGOV-118834@花縣DF054,花縣DF054,,
DATAGOV-118834@花縣DF163,花縣DF163,,
DATAGOV-118834@花縣DF055,花縣DF055,,
DATAGOV-118834@花縣DF053,花縣DF053,,
DATAGOV-118834@花縣DF167,花縣DF167,,
DATAGOV-118834@花縣DF170,花縣DF170,,
DATAGOV-118834@花縣DF056,花縣DF056,,
DATAGOV-118834@花縣DF057,花縣DF057,,
DATAGOV-118834@花縣DF058,花縣DF058,,
DATAGOV-118834@花縣DF087,花縣DF087,,
DATAGOV-118834@花縣DF088,花縣DF088,,
DATAGOV-118834@花縣DF089,花縣DF089,,
DATAGOV-118834@花縣DF084,花縣DF084,,
DATAGOV-118834@花縣DF085,花縣DF085,,
DATAGOV-118834@花縣DF090,花縣DF090,,
DATAGOV-118834@花縣DF091,花縣DF091,,
DATAGOV-118834@花縣DF092,花縣DF092,,
DATAGOV-118834@花縣DF086,花縣DF086,,
DATAGOV-118834@花縣DF027,花縣DF027,,
DATAGOV-118834@花縣DF028,花縣DF028,,
DATAGOV-118834@花縣DF036,花縣DF036,,
DATAGOV-118834@花縣DF037,花縣DF037,,
DATAGOV-118834@花縣DF038,花縣DF038,,
DATAGOV-118834@花縣DF033,花縣DF033,,
DATAGOV-118834@花縣DF034,花縣DF034,,
DATAGOV-118834@花縣DF029,花縣DF029,,
DATAGOV-118834@花縣DF030,花縣DF030,,
DATAGOV-118834@花縣DF031,花縣DF031,,
DATAGOV-118834@花縣DF032,花縣DF032,,
DATAGOV-118834@花縣DF168,花縣DF168,,
DATAGOV-118834@花縣DF150,花縣DF150,,
DATAGOV-118834@花縣DF151,花縣DF151,,
DATAGOV-118834@花縣DF152,花縣DF152,,
DATAGOV-118834@花縣DF144,花縣DF144,,
DATAGOV-118834@花縣DF145,花縣DF145,,
DATAGOV-118834@花縣DF146,花縣DF146,,
DATAGOV-118834@花縣DF133,花縣DF133,,
DATAGOV-118834@花縣DF134,花縣DF134,,
DATAGOV-118834@花縣DF140,花縣DF140,,
DATAGOV-118834@花縣DF141,花縣DF141,,
DATAGOV-118834@花縣DF142,花縣DF142,,
DATAGOV-118834@花縣DF143,花縣DF143,,
DATAGOV-118834@花縣DF135,花縣DF135,,
DATAGOV-118834@花縣DF139,花縣DF139,,
DATAGOV-118834@花縣DF137,花縣DF137,,
DATAGOV-118834@花縣DF138,花縣DF138,,
DATAGOV-118834@花縣DF136,花縣DF136,,
DATAGOV-118834@花縣DF147,花縣DF147,,
DATAGOV-118834@花縣DF148,花縣DF148,,
DATAGOV-118834@花縣DF149,花縣DF149,,
DATAGOV-118834@花縣DF129,花縣DF129,,
DATAGOV-118834@花縣DF130,花縣DF130,,
DATAGOV-118834@花縣DF131,花縣DF131,,
DATAGOV-118834@花縣DF132,花縣DF132,,
DATAGOV-118834@花縣DF128,花縣DF128,,
DATAGOV-118834@花縣DF035,花縣DF035,,
DATAGOV-118834@花縣DF125,花縣DF125,,
DATAGOV-118834@花縣DF126,花縣DF126,,
DATAGOV-118834@花縣DF127,花縣DF127,,
DATAGOV-118834@花縣DF107,花縣DF107,,
DATAGOV-118834@花縣DF108,花縣DF108,,
DATAGOV-118834@花縣DF099,花縣DF099,,
DATAGOV-118834@花縣DF100,花縣DF100,,
DATAGOV-118834@花縣DF101,花縣DF101,,
DATAGOV-118834@花縣DF102,花縣DF102,,
DATAGOV-118834@花縣DF093,花縣DF093,,
DATAGOV-118834@花縣DF094,花縣DF094,,
DATAGOV-118834@花縣DF095,花縣DF095,,
DATAGOV-118834@花縣DF096,花縣DF096,,
DATAGOV-118834@花縣DF097,花縣DF097,,
DATAGOV-118834@花縣DF098,花縣DF098,,
DATAGOV-118834@花縣DF103,花縣DF103,,
DATAGOV-118834@花縣DF104,花縣DF104,,
DATAGOV-118834@花縣DF105,花縣DF105,,
DATAGOV-118834@花縣DF106,花縣DF106,,
WIKIDATA-1@Q10884874,伊卡丸溪,,
WIKIDATA-1@Q10903689,北港溪 (新北市),,
WIKIDATA-1@Q11076948,拉庫音溪,,
WIKIDATA-1@Q11105323,枋溪,,
WIKIDATA-1@Q10903688,北港溪 (南投縣),,
WIKIDATA-1@Q10946504,安坑溪,,
WIKIDATA-1@Q11051813,峨眉溪,,
WIKIDATA-1@Q11060970,平廣溪,,
WIKIDATA-1@Q10935212,大崙溪,,
WIKIDATA-1@Q10875823,中港河,,
WIKIDATA-1@Q10902629,北坑溪 (新竹市),,
WIKIDATA-1@Q10934412,大坑溪 (臺中市),,
WIKIDATA-1@Q10957359,將軍溪,,
WIKIDATA-1@Q11076868,拉克斯溪,,
WIKIDATA-1@Q11082238,新安溪,,
WIKIDATA-1@Q11104751,松溪,,
WIKIDATA-1@Q10916847,合歡溪,,
WIKIDATA-1@Q10892431,八連溪,,
WIKIDATA-1@Q10916567,司界蘭溪,,
WIKIDATA-1@Q11061494,幸福川,,
WIKIDATA-1@Q11079544,文元溪,,
WIKIDATA-1@Q11092070,有勝溪,,
WIKIDATA-1@Q10864811,七里溪,,
WIKIDATA-1@Q10902896,北峰溪,,
WIKIDATA-1@Q10865740,三姓溪,,
WIKIDATA-1@Q10882095,五股坑溪,,
WIKIDATA-1@Q16929072,深澳坑溪,,
WIKIDATA-1@Q16929328,裡冷溪,,
WIKIDATA-1@Q16929180,竿蓁林溪,,
WIKIDATA-1@Q16929280,芊蓁林溪,,
WIKIDATA-1@Q16929506,鶯歌溪,,
WIKIDATA-1@Q17023838,宇內溪,,
WIKIDATA-1@Q17040733,真柄溪,,
WIKIDATA-1@Q16926819,菁礜溪,,
WIKIDATA-1@Q17023487,啞口坑溪,,
WIKIDATA-1@Q17036000,薯寮溪,,
WIKIDATA-1@Q17039258,白鮑溪,,
WIKIDATA-1@Q17032770,馬霍拉斯溪,,
WIKIDATA-1@Q16928941,後洲溪,,
WIKIDATA-1@Q16929515,𫙮魚坑溪,,
WIKIDATA-1@Q16929123,瑪鋉溪,,
WIKIDATA-1@Q16929454,食水嵙溪,,
WIKIDATA-1@Q17012855,三民溪,,
WIKIDATA-1@Q16929341,觀音坑溪,,
WIKIDATA-1@Q17028454,水碓窠溪,,
WIKIDATA-1@Q17036506,鹿港溪,,
WIKIDATA-1@Q17033984,羊寮溪,,
WIKIDATA-1@Q17059788,薩克亞金溪,,
WIKIDATA-1@Q17025296,打鐵坑溪,,
WIKIDATA-1@Q17028031,霧社溪,,
WIKIDATA-1@Q17028268,良里溪,,
WIKIDATA-1@Q16929162,福安坑溪,,
WIKIDATA-1@Q16929190,紅水仙溪,,
WIKIDATA-1@Q15907857,大武郡溪,,
WIKIDATA-1@Q9404998,內厝溪,,
WIKIDATA-1@Q15915070,柴頭港溪,,
WIKIDATA-1@Q5434432,番仔寮溪,,
WIKIDATA-1@Q7419001,三峽河,,
WIKIDATA-1@Q10491035,能高清水溪,,
WIKIDATA-1@Q11152313,庄子內溪,,
WIKIDATA-1@Q11182039,𤩲瑪蘭坑溪,,
WIKIDATA-1@Q9389514,佳平溪,,
WIKIDATA-1@Q9405733,內溝溪,,
WIKIDATA-1@Q10382626,洲子尾溝,,
WIKIDATA-1@Q10566543,馬里闊丸溪,,
WIKIDATA-1@Q11176974,黃高溪,,
WIKIDATA-1@Q5271371,典寶溪,,
WIKIDATA-1@Q20064015,萬年溪,,
WIKIDATA-1@Q9695332,土庫溪,,
WIKIDATA-1@Q11150915,海水川溪,,
WIKIDATA-1@Q15903761,綠川,,
WIKIDATA-1@Q9406204,內雙溝溪,,
WIKIDATA-1@Q9410506,八勢溪,,
WIKIDATA-1@Q10361458,楓樹腳溪,,
WIKIDATA-1@Q10461903,米粉寮溪,,
WIKIDATA-1@Q10566711,高厝溪,,
WIKIDATA-1@Q11174926,鹽港溪,,
WIKIDATA-1@Q5120915,清水溪 (宜蘭縣),,
WIKIDATA-1@Q15903785,瓦磘溝,,
WIKIDATA-1@Q15915429,龙头溪,,
WIKIDATA-1@Q9384833,二八張溝,,
WIKIDATA-1@Q9779959,塭子川,,
WIKIDATA-1@Q10401071,烏山頭溝,,
WIKIDATA-1@Q10443400,磺窟溪,,
WIKIDATA-1@Q11119982,楠梓坑溪,,
WIKIDATA-1@Q11175608,麻園頭溪,,
WIKIDATA-1@Q11180116,鼻頭溪,,
WIKIDATA-1@Q15915338,西溪,,
WIKIDATA-1@Q11109617,柳川,,
WIKIDATA-1@Q15901446,阿玉溪,,
WIKIDATA-1@Q15924958,馬武窟溪,,
WIKIDATA-1@Q15938168,港南濱海風景區,,
WIKIDATA-1@Q10567382,龍形溪,,
WIKIDATA-1@Q11182046,𩻸魚堀溪,,
WIKIDATA-1@Q6113198,德慶溪,,
WIKIDATA-1@Q15913918,舊旱溪,,
WIKIDATA-1@Q15915309,小西溪,,
WIKIDATA-1@Q15925317,清水溪 (南投縣),,
WIKIDATA-1@Q10395799,湳仔溝,,
WIKIDATA-1@Q10440760,石角溪 (臺北市),,
WIKIDATA-1@Q10498196,艋舺溪,,
WIKIDATA-1@Q10567072,鹽寮溪,,
WIKIDATA-1@Q11130686,水連溪,,
WIKIDATA-1@Q11174994,鹿寮溪 (臺東縣),,
WIKIDATA-1@Q15926827,竹溪 (臺南市),,
WIKIDATA-1@Q9384095,中原溝,,
WIKIDATA-1@Q9517717,南勢角溪,,
WIKIDATA-1@Q32169995,Q32169995,,
WIKIDATA-1@Q32230804,Q32230804,,
WIKIDATA-1@Q32286255,Q32286255,,
WIKIDATA-1@Q32433839,Q32433839,,
WIKIDATA-1@Q32475105,Q32475105,,
WIKIDATA-1@Q32475274,Q32475274,,
WIKIDATA-1@Q32475444,Q32475444,,
WIKIDATA-1@Q32475475,Q32475475,,
WIKIDATA-1@Q32475494,Q32475494,,
WIKIDATA-1@Q32585748,Q32585748,,
WIKIDATA-1@Q32475111,北溪,,
WIKIDATA-1@Q32230338,鞍馬溪,,
WIKIDATA-1@Q32301269,八邊溪,,
WIKIDATA-1@Q32307128,八卦力溪,,
WIKIDATA-1@Q32307135,八卦力溪,,
WIKIDATA-1@Q32446992,保養溪,,
WIKIDATA-1@Q32475258,北坑,,
WIKIDATA-1@Q32475263,北坑,,
WIKIDATA-1@Q32475489,北勢坑,,
WIKIDATA-1@Q32579889,財主溪,,
WIKIDATA-1@Q32298262,阿玉溪,,
WIKIDATA-1@Q32230316,安來溪,,
WIKIDATA-1@Q32300855,巴巴那斑溪,,
WIKIDATA-1@Q32429683,百字坑溪,,
WIKIDATA-1@Q32442517,邦腹溪,,
WIKIDATA-1@Q32493990,碧綠溪,,
WIKIDATA-1@Q32502254,博博猶溪,,
WIKIDATA-1@Q32561631,布由巒溪,,
WIKIDATA-1@Q21041641,清水溝溪,,
WIKIDATA-1@Q32208856,阿里磅溪,,
WIKIDATA-1@Q32222672,阿美仔坑,,
WIKIDATA-1@Q32446698,寳斗溪,,
WIKIDATA-1@Q32470735,巴油溪,,
WIKIDATA-1@Q32475318,北寮坑溪,,
WIKIDATA-1@Q32480166,崩坪坑,,
WIKIDATA-1@Q32492395,碧湖溪,,
WIKIDATA-1@Q32560652,埔頭溪,,
WIKIDATA-1@Q32579677,菜公坑溪,,
WIKIDATA-1@Q21041653,砂卡礑溪,,
WIKIDATA-1@Q20688722,流麻溝,,
WIKIDATA-1@Q32475439,北山坑,,
WIKIDATA-1@Q32205018,阿塱衛溪,,
WIKIDATA-1@Q32231947,澳花溪,,
WIKIDATA-1@Q32433384,巴朗溪,,
WIKIDATA-1@Q32446398,班芝埔溪,,
WIKIDATA-1@Q32463060,巴賽溪,,
WIKIDATA-1@Q32475268,北坑溝,,
WIKIDATA-1@Q32475408,北麒麟溪,,
WIKIDATA-1@Q32475505,北勢寮溪,,
WIKIDATA-1@Q32489700,比阿庫透康溪,,
WIKIDATA-1@Q32561245,布蕭丸溪,,
WIKIDATA-1@Q32497754,筆石,,
WIKIDATA-1@Q32172165,隘丁寮溪,,
WIKIDATA-1@Q32231538,安夜西溪,,
WIKIDATA-1@Q32309718,白不仔溪,,
WIKIDATA-1@Q32432347,芭拉溪,,
WIKIDATA-1@Q32432355,巴拉歐溪,,
WIKIDATA-1@Q32445675,半屏溪,,
WIKIDATA-1@Q32445683,半屏溪,,
WIKIDATA-1@Q32446691,寶典溪,,
WIKIDATA-1@Q32475520,北太麻里溪,,
WIKIDATA-1@Q32479642,本部溪,,
WIKIDATA-1@Q32491047,鱉溪,,
WIKIDATA-1@Q32493985,比魯溪,,
WIKIDATA-1@Q32547464,布拉布拉溪,,
WIKIDATA-1@Q21041621,東螺溪,,
WIKIDATA-1@Q32171697,阿花來溪,,
WIKIDATA-1@Q32192133,矮山坑,,
WIKIDATA-1@Q32207046,阿冷坑溪,,
WIKIDATA-1@Q32227346,安達溪,,
WIKIDATA-1@Q32230747,安坡溪,,
WIKIDATA-1@Q32230232,暗坑,,
WIKIDATA-1@Q32490809,碧旦溪,,
WIKIDATA-1@Q32511156,波浪溪,,
WIKIDATA-1@Q32541096,布布爾溪,,
WIKIDATA-1@Q32548164,不老溪,,
WIKIDATA-1@Q32475390,卑南大溪,,
WIKIDATA-1@Q32434633,八連溪,,
WIKIDATA-1@Q32208306,阿里不動溪,,
WIKIDATA-1@Q32230741,安平坑溪,,
WIKIDATA-1@Q32428764,白嶺溪,,
WIKIDATA-1@Q32435163,八里灣溪,,
WIKIDATA-1@Q32446640,包安溪,,
WIKIDATA-1@Q32475403,北片坑,,
WIKIDATA-1@Q32475455,北势溪,,
WIKIDATA-1@Q32475510,北勢窩溪,,
WIKIDATA-1@Q32493555,比林溪,,
WIKIDATA-1@Q32493559,比林溪,,
WIKIDATA-1@Q32445131,半嶺溪,,
WIKIDATA-1@Q32446770,寶里苦溪,,
WIKIDATA-1@Q32471560,拔子溪,,
WIKIDATA-1@Q32475173,北底溪,,
WIKIDATA-1@Q32475227,北溝溪,,
WIKIDATA-1@Q32480171,崩山溪,,
WIKIDATA-1@Q32547875,補拉米溪,,
WIKIDATA-1@Q32552854,埔羌溪,,
WIKIDATA-1@Q32560164,布唐布那斯溪,,
WIKIDATA-1@Q32560173,布唐布瓦那斯東溪,,
WIKIDATA-1@Q32579709,彩虹溪,,
WIKIDATA-1@Q32718562,大路關寮溪,,
WIKIDATA-1@Q32719252,達美漢溪,,
WIKIDATA-1@Q32719604,大目幹溪,,
WIKIDATA-1@Q32720748,大鳥溪,,
WIKIDATA-1@Q32723583,打鐵坑溪,,
WIKIDATA-1@Q32585805,草蘭溪,,
WIKIDATA-1@Q32585837,草人坑,,
WIKIDATA-1@Q32623342,柴頭溪,,
WIKIDATA-1@Q32636729,陳厝溪,,
WIKIDATA-1@Q32714684,大東河,,
WIKIDATA-1@Q32715982,大湖底溪,,
WIKIDATA-1@Q32648590,重安溪,,
WIKIDATA-1@Q32713944,大北勢溪,,
WIKIDATA-1@Q32714247,大不岸溪,,
WIKIDATA-1@Q32714829,大豐溪,,
WIKIDATA-1@Q32718255,大流溪,,
WIKIDATA-1@Q32719897,大湳河,,
WIKIDATA-1@Q32720901,大牛林坑,,
WIKIDATA-1@Q32724279,大窩坑,,
WIKIDATA-1@Q32585797,Q32585797,,
WIKIDATA-1@Q32630024,Q32630024,,
WIKIDATA-1@Q32647580,Q32647580,,
WIKIDATA-1@Q32710004,Q32710004,,
WIKIDATA-1@Q32710009,Q32710009,,
WIKIDATA-1@Q32714242,Q32714242,,
WIKIDATA-1@Q32714736,Q32714736,,
WIKIDATA-1@Q32716645,Q32716645,,
WIKIDATA-1@Q32716662,Q32716662,,
WIKIDATA-1@Q32716677,Q32716677,,
WIKIDATA-1@Q32716681,Q32716681,,
WIKIDATA-1@Q32716931,Q32716931,,
WIKIDATA-1@Q32718103,Q32718103,,
